pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
EPIC 249893012 c,EPIC 249893012,1,Transit,2020,15.62400000,0.00100000,-0.00100000,0,0.130000,0.010000,-0.020000,0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,4.1890000,-4.0850000,11.4290000,0.0220000,-0.0220000,9.7140000,0.0230000,-0.0230000,11.4019000,0.0004950,-0.0004950
EPIC 249893012 d,EPIC 249893012,1,Transit,2020,35.74700000,0.00500000,-0.00500000,0,0.220000,0.020000,-0.040000,0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,4.1890000,-4.0850000,11.4290000,0.0220000,-0.0220000,9.7140000,0.0230000,-0.0230000,11.4019000,0.0004950,-0.0004950
FU Tau b,FU Tau,1,Imaging,2008,,,,,800.000000,,,0,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,,,,,,,9.3240000,0.0240000,-0.0240000,15.2412000,0.0024420,-0.0024420
G 196-3 b,G 196-3,1,Imaging,2024,,,,,350.000000,1.000000,-1.000000,0,10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806,21.7912000,0.0185500,-0.0185500,11.6720000,0.0770000,-0.0770000,7.1990000,0.0160000,-0.0160000,10.6123000,0.0004870,-0.0004870
G 264-012 b,G 264-012,1,Radial Velocity,2021,2.30538000,0.00031000,-0.00031000,0,0.022790,0.000610,-0.000610,0,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,0.0104000,-0.0103000,13.0780000,0.0520000,-0.0520000,7.9860000,0.0200000,-0.0200000,11.7617000,0.0004000,-0.0004000
G 264-012 c,G 264-012,1,Radial Velocity,2021,8.05180000,0.00340000,-0.00340000,0,0.052500,0.001400,-0.001400,0,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,0.0104000,-0.0103000,13.0780000,0.0520000,-0.0520000,7.9860000,0.0200000,-0.0200000,11.7617000,0.0004000,-0.0004000
G 9-40 b,G 9-40,1,Transit,2019,5.74600700,0.00000600,-0.00000600,0,0.038500,0.007800,-0.005300,0,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000,0.0451000,-0.0450000,13.8210000,0.0440000,-0.0440000,9.1900000,0.0180000,-0.0180000,12.7331000,0.0004400,-0.0004400
GJ 1002 b,GJ 1002,1,Radial Velocity,2022,10.34650000,0.02700000,-0.02700000,0,0.045700,0.001300,-0.001300,0,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,0.0030300,-0.0030400,,,,7.4390000,0.0210000,-0.0210000,11.7804000,0.0007510,-0.0007510
GJ 1002 c,GJ 1002,1,Radial Velocity,2022,21.20200000,0.01300000,-0.01300000,0,0.073800,0.002100,-0.002100,0,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,0.0030300,-0.0030400,,,,7.4390000,0.0210000,-0.0210000,11.7804000,0.0007510,-0.0007510
GJ 1061 b,GJ 1061,1,Radial Velocity,2020,3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450
GJ 1061 c,GJ 1061,1,Radial Velocity,2020,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450
GJ 1061 d,GJ 1061,1,Radial Velocity,2020,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450
GJ 1132 b,GJ 1132,1,Transit,2015,1.62892911,0.00000029,-0.00000030,0,0.015700,0.000130,-0.000130,0,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,0.0070000,-0.0070000,13.6800000,0.2000000,-0.2000000,8.3220000,0.0270000,-0.0270000,12.1380000,0.0003870,-0.0003870
GJ 1132 c,GJ 1132,1,Radial Velocity,2018,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,0.0070000,-0.0070000,13.6800000,0.2000000,-0.2000000,8.3220000,0.0270000,-0.0270000,12.1380000,0.0003870,-0.0003870
GJ 1148 b,GJ 1148,1,Radial Velocity,2010,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,0.0064000,-0.0065000,11.9390000,0.0480000,-0.0480000,6.8220000,0.0160000,-0.0160000,10.5769000,0.0005930,-0.0005930
GJ 1148 c,GJ 1148,1,Radial Velocity,2017,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,0.0064000,-0.0065000,11.9390000,0.0480000,-0.0480000,6.8220000,0.0160000,-0.0160000,10.5769000,0.0005930,-0.0005930
GJ 1151 c,GJ 1151,1,Radial Velocity,2023,389.70000000,5.40000000,-6.50000000,0,0.571400,0.005300,-0.006400,0,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.0362500,0.0077200,-0.0077100,13.7600000,0.2000000,-0.2000000,7.6370000,0.0170000,-0.0170000,11.6938000,0.0004590,-0.0004590
GJ 1214 b,GJ 1214,1,Transit,2009,1.58040453,0.00000002,-0.00000002,0,0.015050,0.000110,-0.000110,0,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427000,0.0372000,-0.0372000,15.1000000,0.2000000,-0.2000000,8.7820000,0.0200000,-0.0200000,13.0089000,0.0010610,-0.0010610
GJ 1252 b,GJ 1252,1,Transit,2020,0.51823310,0.00000840,-0.00000840,0,,,,,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,0.0192000,-0.0192000,12.6800000,0.2000000,-0.2000000,7.9150000,0.0230000,-0.0230000,11.2364000,0.0008060,-0.0008060
GJ 1265 b,GJ 1265,1,Radial Velocity,2018,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525000,0.0075000,-0.0076000,14.0100000,0.2000000,-0.2000000,8.1150000,0.0180000,-0.0180000,12.0807000,0.0005580,-0.0005580
